City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Athens,2004,Badminton,Badminton,"EMMS, Gail",GBR,Women,doubles,X,Silver
Athens,2004,Badminton,Badminton,"KUNCORO, Soni Dwi",INA,Men,singles,M,Bronze
Athens,2004,Badminton,Badminton,"HIDAYAT, Taufik",INA,Men,singles,M,Gold
Athens,2004,Badminton,Badminton,"SHON, Seung Mo",KOR,Men,singles,M,Silver
Athens,2004,Badminton,Badminton,"ZHOU, Mi",CHN,Women,singles,W,Bronze
Athens,2004,Badminton,Badminton,"ZHANG, Ning",CHN,Women,singles,W,Gold
Athens,2004,Badminton,Badminton,"AUDINA, Mia",NED,Women,singles,W,Silver
Athens,2004,Baseball,Baseball,"AIKAWA, Ryoji",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"ANDO, Yuya",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"FUJIMOTO, Atsushi",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"FUKUDOME, Kosuke",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"ISHII, Hirotoshi",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"IWAKUMA, Hisashi",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"IWASE, Hitoki",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"JOJIMA, Kenji",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"KANEKO, Makoto",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"KIMURA, Takuya",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"KOBAYASHI, Masahide",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"KURODA, Hiroki",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"MATSUZAKA, Daisuke",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"MIURA, Daisuke",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"MIYAMOTO, Shinya",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"MURAMATSU, Arihito",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"NAKAMURA, Norihiro",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"OGASAWARA, Michihiro",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"SHIMIZU, Naoyuki",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"TAKAHASHI, Yoshinobu",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"TANI, Yoshitomo",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"UEHARA, Koji",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"WADA, Kazuhiro",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"WADA, Tsuyoshi",JPN,Men,baseball,M,Bronze
Athens,2004,Baseball,Baseball,"BETANCOURT CHACON, Danny",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"BORROTO JIMENEZ, Luis",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"CEPEDA CRUZ, Frederich",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"CHARLES MARTINEZ, Yorelvis",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"ENRIQUEZ TAMAYO, Michel",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"GONZALEZ, Norberto",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"GOURRIEL CASTILLO, Yulieski",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"LAZO, Pedro Luis",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"MACHADO MORALES, Roger",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"MARTINEZ MARTINEZ, Jonder",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"MONTIETH HERRERA, Frank Andy",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"ODELIN SANAME, Vicyohandri",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"PALMA, Adiel",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"PARET, Eduardo",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"PESTANO, Ariel",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"RAMIREZ RODRIGUEZ, Alexei",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"SANCHEZ, Eriel",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"SCULL, Antonio",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"TABARES PADILLA, Carlos Alberto",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"URGELLES, Yoandry",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"URRUTIA, Osmanis",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"VEGA TAMAYO, Manuel Alberto",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"VERA, Norge Luis",CUB,Men,baseball,M,Gold
Athens,2004,Baseball,Baseball,"ANDERSON, Craig",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"BRICE, Thomas",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"BURNSIDE, Adrian",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"FINGLESON, Gavin",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"GONZALEZ, Paul",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"KIMPTON, Nick",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"KINGMAN, Brendan",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"LEWIS, Craig",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"LLOYD, Graeme",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"NILSSON, David",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"OELTJEN, Trent",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"OUGH, Wayne",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"OXSPRING, Chris",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"RONEBERG, Brett",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"ROWLAND SMITH, Ryan",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"STEPHENS, John",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"STOCKMAN, Phil",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"TAMBURRINO, Brett",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"THOMPSON, Richard",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"UTTING, Andrew",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"VAN BUIZEN, Rodney",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"WIGMORE, Ben",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"WILLIAMS, Glenn",AUS,Men,baseball,M,Silver
Athens,2004,Baseball,Baseball,"WILLIAMS, Jeff",AUS,Men,baseball,M,Silver
Athens,2004,Basketball,Basketball,"ANTHONY, Carmelo",USA,Men,basketball,M,Bronze
Athens,2004,Basketball,Basketball,"BOOZER, Carlos",USA,Men,basketball,M,Bronze
Athens,2004,Basketball,Basketball,"DUNCAN, Timothy",USA,Men,basketball,M,Bronze
Athens,2004,Basketball,Basketball,"IVERSON, Allen",USA,Men,basketball,M,Bronze
Athens,2004,Basketball,Basketball,"JAMES, Lebron",USA,Men,basketball,M,Bronze
Athens,2004,Basketball,Basketball,"JEFFERSON, Richard",USA,Men,basketball,M,Bronze
Athens,2004,Basketball,Basketball,"MARBURY, Stephon",USA,Men,basketball,M,Bronze
Athens,2004,Basketball,Basketball,"MARION, Shawn",USA,Men,basketball,M,Bronze
Athens,2004,Basketball,Basketball,"ODOM, Lamar",USA,Men,basketball,M,Bronze
Athens,2004,Basketball,Basketball,"OKAFOR, Emeka",USA,Men,basketball,M,Bronze
Athens,2004,Basketball,Basketball,"STOUDEMIRE, Amare",USA,Men,basketball,M,Bronze
Athens,2004,Basketball,Basketball,"WADE JR, Dwyane",USA,Men,basketball,M,Bronze
Athens,2004,Basketball,Basketball,"DELFINO, Carlos Francisco",ARG,Men,basketball,M,Gold
Athens,2004,Basketball,Basketball,"FERNANDEZ, Gabriel Diego",ARG,Men,basketball,M,Gold
Athens,2004,Basketball,Basketball,"GINOBILI, Emanuel David",ARG,Men,basketball,M,Gold
Athens,2004,Basketball,Basketball,"GUTIERREZ, Leonardo Martin",ARG,Men,basketball,M,Gold
Athens,2004,Basketball,Basketball,"HERRMANN, Walter",ARG,Men,basketball,M,Gold
Athens,2004,Basketball,Basketball,"MONTECCHIA, Alejandro Ariel",ARG,Men,basketball,M,Gold
Athens,2004,Basketball,Basketball,"NOCIONI, Andres Marcelo",ARG,Men,basketball,M,Gold
Athens,2004,Basketball,Basketball,"OBERTO, Fabricio",ARG,Men,basketball,M,Gold
Athens,2004,Basketball,Basketball,"SANCHEZ, Juan Ignacio",ARG,Men,basketball,M,Gold
Athens,2004,Basketball,Basketball,"SCOLA, Luis Alberto",ARG,Men,basketball,M,Gold
Athens,2004,Basketball,Basketball,"SCONOCHINI, Hugo Ariel",ARG,Men,basketball,M,Gold
Athens,2004,Basketball,Basketball,"WOLKOWYSKI, Ruben",ARG,Men,basketball,M,Gold
Athens,2004,Basketball,Basketball,"BASILE, Gianluca",ITA,Men,basketball,M,Silver
Athens,2004,Basketball,Basketball,"BULLERI, Massimo",ITA,Men,basketball,M,Silver
Athens,2004,Basketball,Basketball,"CHIACIG, Roberto",ITA,Men,basketball,M,Silver
Athens,2004,Basketball,Basketball,"GALANDA, Giacomo",ITA,Men,basketball,M,Silver
Athens,2004,Basketball,Basketball,"GARRI, Luca",ITA,Men,basketball,M,Silver
Athens,2004,Basketball,Basketball,"MARCONATO, Denis",ITA,Men,basketball,M,Silver
Athens,2004,Basketball,Basketball,"MIAN, Michele",ITA,Men,basketball,M,Silver
Athens,2004,Basketball,Basketball,"RADULOVIC, Nikola",ITA,Men,basketball,M,Silver
Athens,2004,Basketball,Basketball,"RIGHETTI, Alex",ITA,Men,basketball,M,Silver
Athens,2004,Basketball,Basketball,"ROMBALDONI, Rodolfo",ITA,Men,basketball,M,Silver
Athens,2004,Basketball,Basketball,"SORAGNA, Matteo",ITA,Men,basketball,M,Silver
Athens,2004,Basketball,Basketball,"ARKHIPOVA, Anna",RUS,Women,basketball,W,Bronze
Athens,2004,Basketball,Basketball,"ARTESHINA, Olga",RUS,Women,basketball,W,Bronze
Athens,2004,Basketball,Basketball,"BARANOVA, Elena",RUS,Women,basketball,W,Bronze
Athens,2004,Basketball,Basketball,"GUSTILINA, Diana",RUS,Women,basketball,W,Bronze
Athens,2004,Basketball,Basketball,"KALMYKOVA, Maria",RUS,Women,basketball,W,Bronze
Athens,2004,Basketball,Basketball,"KORSTIN, Ilona",RUS,Women,basketball,W,Bronze
Athens,2004,Basketball,Basketball,"OSIPOVA, Irina",RUS,Women,basketball,W,Bronze
Athens,2004,Basketball,Basketball,"RAKHMATULINA, Oxana",RUS,Women,basketball,W,Bronze
Athens,2004,Basketball,Basketball,"SHCHEGOLEVA, Tatiana",RUS,Women,basketball,W,Bronze
Athens,2004,Basketball,Basketball,"STEPANOVA, Maria",RUS,Women,basketball,W,Bronze
Athens,2004,Basketball,Basketball,"VODOPYANOVA, Natalia",RUS,Women,basketball,W,Bronze
Athens,2004,Basketball,Basketball,"BIRD, Suzanne",USA,Women,basketball,W,Gold
Athens,2004,Basketball,Basketball,"CASH, Swintayla",USA,Women,basketball,W,Gold
Athens,2004,Basketball,Basketball,"CATCHINGS, Tamika",USA,Women,basketball,W,Gold
Athens,2004,Basketball,Basketball,"GRIFFITH, Yolanda",USA,Women,basketball,W,Gold
Athens,2004,Basketball,Basketball,"JOHNSON, Shannon",USA,Women,basketball,W,Gold
Athens,2004,Basketball,Basketball,"LESLIE, Lisa",USA,Women,basketball,W,Gold
Athens,2004,Basketball,Basketball,"RILEY, Ruth",USA,Women,basketball,W,Gold
Athens,2004,Basketball,Basketball,"SMITH, Katie",USA,Women,basketball,W,Gold
Athens,2004,Basketball,Basketball,"STALEY, Dawn",USA,Women,basketball,W,Gold
Athens,2004,Basketball,Basketball,"SWOOPES, Sheryl",USA,Women,basketball,W,Gold
Athens,2004,Basketball,Basketball,"TAURASI, Diana",USA,Women,basketball,W,Gold
Athens,2004,Basketball,Basketball,"THOMPSON, Tina",USA,Women,basketball,W,Gold
Athens,2004,Basketball,Basketball,"BATKOVIC, Suzy",AUS,Women,basketball,W,Silver
Athens,2004,Basketball,Basketball,"BRONDELLO, Sandra",AUS,Women,basketball,W,Silver
Athens,2004,Basketball,Basketball,"FALLON, Trish",AUS,Women,basketball,W,Silver
Athens,2004,Basketball,Basketball,"HARROWER, Kristi",AUS,Women,basketball,W,Silver
Athens,2004,Basketball,Basketball,"JACKSON, Lauren",AUS,Women,basketball,W,Silver
Athens,2004,Basketball,Basketball,"PORTER, Natalie",AUS,Women,basketball,W,Silver
Athens,2004,Basketball,Basketball,"POTO, Alicia",AUS,Women,basketball,W,Silver
Athens,2004,Basketball,Basketball,"SNELL, Belinda",AUS,Women,basketball,W,Silver
Athens,2004,Basketball,Basketball,"SPORN, Rachael",AUS,Women,basketball,W,Silver
Athens,2004,Basketball,Basketball,"SUMMERTON, Laura",AUS,Women,basketball,W,Silver
Athens,2004,Basketball,Basketball,"TAYLOR, Penny",AUS,Women,basketball,W,Silver
Athens,2004,Basketball,Basketball,"TRANQUILLI, Allison",AUS,Women,basketball,W,Silver
Athens,2004,Boxing,Boxing,"CAMMARELLE, Roberto",ITA,Men,+ 91kg (super heavyweight),M,Bronze
Athens,2004,Boxing,Boxing,"LOPEZ NUNEZ, Michel",CUB,Men,+ 91kg (super heavyweight),M,Bronze
Athens,2004,Boxing,Boxing,"POVETKIN, Alexander",RUS,Men,+ 91kg (super heavyweight),M,Gold
Athens,2004,Boxing,Boxing,"ALY, Mohamed",EGY,Men,+ 91kg (super heavyweight),M,Silver
Athens,2004,Boxing,Boxing,"ASLANOV, Fuad",AZE,Men,48 - 51kg (flyweight),M,Bronze
Athens,2004,Boxing,Boxing,"RAHIMOV, Rustamhodza",GER,Men,48 - 51kg (flyweight),M,Bronze
Athens,2004,Boxing,Boxing,"GAMBOA TOLEDANO, Yuriorkis",CUB,Men,48 - 51kg (flyweight),M,Gold
Athens,2004,Boxing,Boxing,"THOMAS, Jerome",FRA,Men,48 - 51kg (flyweight),M,Silver
Athens,2004,Boxing,Boxing,"KAZAKOV, Sergey",RUS,Men,48kg (light flywieght),M,Bronze
Athens,2004,Boxing,Boxing,"ZOU, Shiming",CHN,Men,48kg (light flywieght),M,Bronze
Athens,2004,Boxing,Boxing,"BHARTELEMY VARELA, Yan",CUB,Men,48kg (light flywieght),M,Gold
Athens,2004,Boxing,Boxing,"YALCINKAYA, Atagun",TUR,Men,48kg (light flywieght),M,Silver
Athens,2004,Boxing,Boxing,"MAMMADOV, Aghasi",AZE,Men,51 - 54kg (bantamweight),M,Bronze
Athens,2004,Boxing,Boxing,"SOOLTONOV, Bahodirjon",UZB,Men,51 - 54kg (bantamweight),M,Bronze
Athens,2004,Boxing,Boxing,"RIGONDEAUX ORTIZ, Guillermo",CUB,Men,51 - 54kg (bantamweight),M,Gold
Athens,2004,Boxing,Boxing,"PETCHKOOM, Worapoj",THA,Men,51 - 54kg (bantamweight),M,Silver
Athens,2004,Boxing,Boxing,"JO, Seok Hwan",KOR,Men,54 - 57kg (featherweight),M,Bronze
Athens,2004,Boxing,Boxing,"TAJBERT, Vitali",GER,Men,54 - 57kg (featherweight),M,Bronze
Athens,2004,Boxing,Boxing,"TISHCHENKO, Alexey",RUS,Men,54 - 57kg (featherweight),M,Gold
Athens,2004,Boxing,Boxing,"KIM, Song Guk",PRK,Men,54 - 57kg (featherweight),M,Silver
Athens,2004,Boxing,Boxing,"KHRACHEV, Murat",RUS,Men,57 - 60kg (lightweight),M,Bronze
Athens,2004,Boxing,Boxing,"YELEUOV, Serik",KAZ,Men,57 - 60kg (lightweight),M,Bronze
Athens,2004,Boxing,Boxing,"KINDELAN MESA, Mario Cesar",CUB,Men,57 - 60kg (lightweight),M,Gold
Athens,2004,Boxing,Boxing,"KHAN, Amir",GBR,Men,57 - 60kg (lightweight),M,Silver
Athens,2004,Boxing,Boxing,"GEORGIEV, Boris",BUL,Men,60 - 64 kg,M,Bronze
Athens,2004,Boxing,Boxing,"GHEORGHE, Ionut",ROU,Men,60 - 64 kg,M,Bronze
Athens,2004,Boxing,Boxing,"BOONJUMNONG, Manus",THA,Men,60 - 64 kg,M,Gold
Athens,2004,Boxing,Boxing,"JOHNSON CEDENO, Yudel",CUB,Men,60 - 64 kg,M,Silver
Athens,2004,Boxing,Boxing,"KIM, Jung Joo",KOR,Men,64 - 69 kg,M,Bronze
Athens,2004,Boxing,Boxing,"SAITOV, Oleg",RUS,Men,64 - 69 kg,M,Bronze
Athens,2004,Boxing,Boxing,"ARTAYEV, Bakhtiyar",KAZ,Men,64 - 69 kg,M,Gold
Athens,2004,Boxing,Boxing,"ARAGON, Lorenzo",CUB,Men,64 - 69 kg,M,Silver
Athens,2004,Boxing,Boxing,"DIRRELL, Andre",USA,Men,69 - 75 kg,M,Bronze
Athens,2004,Boxing,Boxing,"PRASATHINPHIMAI, Suriya",THA,Men,69 - 75 kg,M,Bronze
Athens,2004,Boxing,Boxing,"GAYDARBEKOV, Gaydarbek",RUS,Men,69 - 75 kg,M,Gold
Athens,2004,Boxing,Boxing,"GOLOVKIN, Gennadiy",KAZ,Men,69 - 75 kg,M,Silver
Athens,2004,Boxing,Boxing,"HAYDAROV, Utkirbek",UZB,Men,75 - 81kg (light-heavyweight),M,Bronze
Athens,2004,Boxing,Boxing,"ISMAIL, Ahmed",EGY,Men,75 - 81kg (light-heavyweight),M,Bronze
Athens,2004,Boxing,Boxing,"WARD, Andre",USA,Men,75 - 81kg (light-heavyweight),M,Gold
Athens,2004,Boxing,Boxing,"ARIPGADJIEV, Magomed",BLR,Men,75 - 81kg (light-heavyweight),M,Silver
Athens,2004,Boxing,Boxing,"AL SHAMI, Naser",SYR,Men,81 - 91kg (heavyweight),M,Bronze
Athens,2004,Boxing,Boxing,"ELSAYED, Mohamed",EGY,Men,81 - 91kg (heavyweight),M,Bronze
Athens,2004,Boxing,Boxing,"SOLIS FONTE, Odlanier",CUB,Men,81 - 91kg (heavyweight),M,Gold
Athens,2004,Boxing,Boxing,"ZUYEV, Viktar",BLR,Men,81 - 91kg (heavyweight),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"VAJDA, Attila",HUN,Men,C-1 1000m (canoe single),M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"CAL, David",ESP,Men,C-1 1000m (canoe single),M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"DITTMER, Andreas",GER,Men,C-1 1000m (canoe single),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"OPALEV, Maxim",RUS,Men,C-1 500m (canoe single),M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"DITTMER, Andreas",GER,Men,C-1 500m (canoe single),M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"CAL, David",ESP,Men,C-1 500m (canoe single),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"KOLONICS, Gyorgy",HUN,Men,C-2 1000m (canoe double),M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"KOZMANN, Gyorgy",HUN,Men,C-2 1000m (canoe double),M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"GILLE, Christian",GER,Men,C-2 1000m (canoe double),M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"WYLENZEK, Tomasz",GER,Men,C-2 1000m (canoe double),M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"KOSTOGLOD, Alexander",RUS,Men,C-2 1000m (canoe double),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"KOVALEV, Alexander",RUS,Men,C-2 1000m (canoe double),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"KOSTOGLOD, Alexander",RUS,Men,C-2 500m (canoe double),M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"KOVALEV, Alexander",RUS,Men,C-2 500m (canoe double),M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"MENG, Guanliang",CHN,Men,C-2 500m (canoe double),M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"YANG, Wenjun",CHN,Men,C-2 500m (canoe double),M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"BALCEIRO PAJON, Ledis Frank",CUB,Men,C-2 500m (canoe double),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"ROJAS BLANCO, Ibrahim",CUB,Men,C-2 500m (canoe double),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"VAN KOEVERDEN, Adam",CAN,Men,K-1 1000m (kayak single),M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"LARSEN, Eirik Veraas",NOR,Men,K-1 1000m (kayak single),M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"FOUHY, Ben",NZL,Men,K-1 1000m (kayak single),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"WYNNE, Ian",GBR,Men,K-1 500m (kayak single),M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"VAN KOEVERDEN, Adam",CAN,Men,K-1 500m (kayak single),M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"BAGGALEY, Nathan",AUS,Men,K-1 500m (kayak single),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"BRUNET, Caroline",CAN,Women,K-1 500m (kayak single),W,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"JANIC, Natasa",HUN,Women,K-1 500m (kayak single),W,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"IDEM, Josefa",ITA,Women,K-1 500m (kayak single),W,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"FJELDHEIM, Nils Olav",NOR,Men,K-2 1000m (kayak double),M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"LARSEN, Eirik Veraas",NOR,Men,K-2 1000m (kayak double),M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"NILSSON, Henrik",SWE,Men,K-2 1000m (kayak double),M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"OSCARSSON, Markus",SWE,Men,K-2 1000m (kayak double),M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"BONOMI, Beniamino",ITA,Men,K-2 1000m (kayak double),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"ROSSI, Antonio",ITA,Men,K-2 1000m (kayak double),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"MAKHNEU, Vadzim",BLR,Men,K-2 500m (kayak double),M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"PIATRUSHENKA, Raman",BLR,Men,K-2 500m (kayak double),M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"RAUHE, Ronald",GER,Men,K-2 500m (kayak double),M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"WIESKOETTER, Tim",GER,Men,K-2 500m (kayak double),M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"BAGGALEY, Nathan",AUS,Men,K-2 500m (kayak double),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"ROBINSON, Clint",AUS,Men,K-2 500m (kayak double),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"PASTUSZKA, Aneta",POL,Women,K-2 500m (kayak double),W,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"SOKOLOWSKA KULESZA, Beata",POL,Women,K-2 500m (kayak double),W,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"JANIC, Natasa",HUN,Women,K-2 500m (kayak double),W,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"KOVACS, Katalin",HUN,Women,K-2 500m (kayak double),W,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"FISCHER, Birgit",GER,Women,K-2 500m (kayak double),W,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"LEONHARDT, Carolin",GER,Women,K-2 500m (kayak double),W,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"BACA, Juraj",SVK,Men,K-4 1000m (kayak four),M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"RISZDORFER, Michal",SVK,Men,K-4 1000m (kayak four),M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"RISZDORFER, Richard",SVK,Men,K-4 1000m (kayak four),M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"VLCEK, Erik",SVK,Men,K-4 1000m (kayak four),M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"HORVATH, Gabor",HUN,Men,K-4 1000m (kayak four),M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"KAMMERER, Zoltan",HUN,Men,K-4 1000m (kayak four),M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"STORCZ, Botond",HUN,Men,K-4 1000m (kayak four),M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"VERECKEI, Akos",HUN,Men,K-4 1000m (kayak four),M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"BACH, Bjoern",GER,Men,K-4 1000m (kayak four),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"IHLE, Andreas",GER,Men,K-4 1000m (kayak four),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"ULM, Stefan",GER,Men,K-4 1000m (kayak four),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"ZABEL, Mark",GER,Men,K-4 1000m (kayak four),M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"BALABANOVA, Hanna",UKR,Women,K-4 500m (kayak four),W,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"CHEREVATOVA, Olena",UKR,Women,K-4 500m (kayak four),W,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"OSYPENKO, Inna",UKR,Women,K-4 500m (kayak four),W,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"SEMYKINA, Tetyana",UKR,Women,K-4 500m (kayak four),W,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"FISCHER, Birgit",GER,Women,K-4 500m (kayak four),W,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"LEONHARDT, Carolin",GER,Women,K-4 500m (kayak four),W,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"NOLLEN, Maike",GER,Women,K-4 500m (kayak four),W,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,"WAGNER-AUGUSTIN, Katrin",GER,Women,K-4 500m (kayak four),W,Gold
